"variant","date","frequency","frequency_gapfill","frequency_7day","hover_text_variant"
"Omicron BA.2.75",2022-12-17,0.03,0.03,0.037143,"Dec 17, 2022<br><b>Omicron BA.2.75</b> 3%"
"Omicron BA.4",2022-12-17,NA,NA,0,"Dec 17, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-17,NA,NA,NA,"Dec 17, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-17,0.22,0.22,0.215714,"Dec 17, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 22%"
"Omicron BQ.1",2022-12-17,0.66,0.66,0.698571,"Dec 17, 2022<br><b>Omicron BQ.1</b> 66%"
"XBB",2022-12-17,0.1,0.1,0.0625,"Dec 17, 2022<br><b>XBB</b> 10%"
"Alpha, Beta & Gamma",2022-12-18,NA,NA,NA,"Dec 18, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-18,NA,NA,NA,"Dec 18, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-18,NA,NA,NA,"Dec 18, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-18,NA,NA,NA,"Dec 18, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-18,NA,NA,NA,"Dec 18, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-18,0.07,0.07,0.044286,"Dec 18, 2022<br><b>Omicron BA.2.75</b> 7%"
"Omicron BA.4",2022-12-18,NA,NA,0,"Dec 18, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-18,NA,NA,NA,"Dec 18, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-18,0.16,0.16,0.194286,"Dec 18, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 16%"
"Omicron BQ.1",2022-12-18,0.71,0.71,0.708571,"Dec 18, 2022<br><b>Omicron BQ.1</b> 71%"
"XBB",2022-12-18,0.06,0.06,0.062,"Dec 18, 2022<br><b>XBB</b> 6%"
"Alpha, Beta & Gamma",2022-12-19,NA,NA,NA,"Dec 19, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-19,NA,NA,NA,"Dec 19, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-19,NA,NA,NA,"Dec 19, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-19,NA,NA,NA,"Dec 19, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-19,NA,NA,NA,"Dec 19, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-19,0.05,0.05,0.047143,"Dec 19, 2022<br><b>Omicron BA.2.75</b> 5%"
"Omicron BA.4",2022-12-19,NA,NA,NA,"Dec 19, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-19,NA,NA,NA,"Dec 19, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-19,0.23,0.23,0.211429,"Dec 19, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 23%"
"Omicron BQ.1",2022-12-19,0.66,0.66,0.687143,"Dec 19, 2022<br><b>Omicron BQ.1</b> 66%"
"XBB",2022-12-19,0.11,0.11,0.07,"Dec 19, 2022<br><b>XBB</b> 11%"
"Alpha, Beta & Gamma",2022-12-20,NA,NA,NA,"Dec 20, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-20,NA,NA,NA,"Dec 20, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-20,NA,NA,NA,"Dec 20, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-20,NA,NA,NA,"Dec 20, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-20,NA,NA,NA,"Dec 20, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-20,0.05,0.05,0.044286,"Dec 20, 2022<br><b>Omicron BA.2.75</b> 5%"
"Omicron BA.4",2022-12-20,NA,NA,NA,"Dec 20, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-20,NA,NA,NA,"Dec 20, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-20,0.14,0.14,0.194286,"Dec 20, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 14%"
"Omicron BQ.1",2022-12-20,0.76,0.76,0.702857,"Dec 20, 2022<br><b>Omicron BQ.1</b> 76%"
"XBB",2022-12-20,0.06,0.06,0.068571,"Dec 20, 2022<br><b>XBB</b> 6%"
"Alpha, Beta & Gamma",2022-12-21,NA,NA,NA,"Dec 21, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-21,NA,NA,NA,"Dec 21, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-21,NA,NA,NA,"Dec 21, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-21,NA,NA,NA,"Dec 21, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-21,NA,NA,NA,"Dec 21, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-21,0.1,0.1,0.052857,"Dec 21, 2022<br><b>Omicron BA.2.75</b> 10%"
"Omicron BA.4",2022-12-21,NA,NA,NA,"Dec 21, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-21,NA,NA,NA,"Dec 21, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-21,0.15,0.15,0.184286,"Dec 21, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 15%"
"Omicron BQ.1",2022-12-21,0.61,0.61,0.691429,"Dec 21, 2022<br><b>Omicron BQ.1</b> 61%"
"XBB",2022-12-21,0.1,0.1,0.074286,"Dec 21, 2022<br><b>XBB</b> 10%"
"Alpha, Beta & Gamma",2022-12-22,NA,NA,NA,"Dec 22, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-22,NA,NA,NA,"Dec 22, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-22,NA,NA,NA,"Dec 22, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-22,NA,NA,NA,"Dec 22, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-22,NA,NA,NA,"Dec 22, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-22,0.14,0.14,0.07,"Dec 22, 2022<br><b>Omicron BA.2.75</b> 14%"
"Omicron BA.4",2022-12-22,NA,NA,NA,"Dec 22, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-22,NA,NA,NA,"Dec 22, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-22,0.46,0.46,0.227143,"Dec 22, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 46%"
"Omicron BQ.1",2022-12-22,0.34,0.34,0.628571,"Dec 22, 2022<br><b>Omicron BQ.1</b> 34%"
"XBB",2022-12-22,0.08,0.08,0.081429,"Dec 22, 2022<br><b>XBB</b> 8%"
"Alpha, Beta & Gamma",2022-12-23,NA,NA,NA,"Dec 23, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-23,NA,NA,NA,"Dec 23, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-23,NA,NA,NA,"Dec 23, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-23,NA,NA,NA,"Dec 23, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-23,NA,NA,NA,"Dec 23, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-23,0.07,0.07,0.072857,"Dec 23, 2022<br><b>Omicron BA.2.75</b> 7%"
"Omicron BA.4",2022-12-23,NA,NA,NA,"Dec 23, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-23,NA,NA,NA,"Dec 23, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-23,0.16,0.16,0.217143,"Dec 23, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 16%"
"Omicron BQ.1",2022-12-23,0.63,0.63,0.624286,"Dec 23, 2022<br><b>Omicron BQ.1</b> 63%"
"XBB",2022-12-23,0.1,0.1,0.087143,"Dec 23, 2022<br><b>XBB</b> 10%"
"Alpha, Beta & Gamma",2022-12-24,NA,NA,NA,"Dec 24, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-24,NA,NA,NA,"Dec 24, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-24,NA,NA,NA,"Dec 24, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-24,NA,NA,NA,"Dec 24, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-24,NA,NA,NA,"Dec 24, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-24,0.04,0.04,0.074286,"Dec 24, 2022<br><b>Omicron BA.2.75</b> 4%"
"Omicron BA.4",2022-12-24,NA,NA,NA,"Dec 24, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-24,NA,NA,NA,"Dec 24, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-24,0.14,0.14,0.205714,"Dec 24, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 14%"
"Omicron BQ.1",2022-12-24,0.65,0.65,0.622857,"Dec 24, 2022<br><b>Omicron BQ.1</b> 65%"
"XBB",2022-12-24,0.13,0.13,0.091429,"Dec 24, 2022<br><b>XBB</b> 13%"
"Alpha, Beta & Gamma",2022-12-25,NA,NA,NA,"Dec 25, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-25,NA,NA,NA,"Dec 25, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-25,NA,NA,NA,"Dec 25, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-25,NA,NA,NA,"Dec 25, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-25,NA,NA,NA,"Dec 25, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-25,0.03,0.03,0.068571,"Dec 25, 2022<br><b>Omicron BA.2.75</b> 3%"
"Omicron BA.4",2022-12-25,NA,NA,NA,"Dec 25, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-25,NA,NA,NA,"Dec 25, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-25,0.17,0.17,0.207143,"Dec 25, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 17%"
"Omicron BQ.1",2022-12-25,0.71,0.71,0.622857,"Dec 25, 2022<br><b>Omicron BQ.1</b> 71%"
"XBB",2022-12-25,0.04,0.04,0.088571,"Dec 25, 2022<br><b>XBB</b> 4%"
"Alpha, Beta & Gamma",2022-12-26,NA,NA,NA,"Dec 26, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-26,NA,NA,NA,"Dec 26, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-26,NA,NA,NA,"Dec 26, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-26,NA,NA,NA,"Dec 26, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-26,NA,NA,NA,"Dec 26, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-26,0.05,0.05,0.068571,"Dec 26, 2022<br><b>Omicron BA.2.75</b> 5%"
"Omicron BA.4",2022-12-26,NA,NA,NA,"Dec 26, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-26,NA,NA,NA,"Dec 26, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-26,0.15,0.15,0.195714,"Dec 26, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 15%"
"Omicron BQ.1",2022-12-26,0.71,0.71,0.63,"Dec 26, 2022<br><b>Omicron BQ.1</b> 71%"
"XBB",2022-12-26,0.07,0.07,0.082857,"Dec 26, 2022<br><b>XBB</b> 7%"
"Alpha, Beta & Gamma",2022-12-27,NA,NA,NA,"Dec 27, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-27,NA,NA,NA,"Dec 27, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-27,NA,NA,NA,"Dec 27, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-27,NA,NA,NA,"Dec 27, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-27,NA,NA,NA,"Dec 27, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-27,0.06,0.06,0.07,"Dec 27, 2022<br><b>Omicron BA.2.75</b> 6%"
"Omicron BA.4",2022-12-27,NA,NA,NA,"Dec 27, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-27,NA,NA,NA,"Dec 27, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-27,0.22,0.22,0.207143,"Dec 27, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 22%"
"Omicron BQ.1",2022-12-27,0.59,0.59,0.605714,"Dec 27, 2022<br><b>Omicron BQ.1</b> 59%"
"XBB",2022-12-27,0.16,0.16,0.097143,"Dec 27, 2022<br><b>XBB</b> 16%"
"Alpha, Beta & Gamma",2022-12-28,NA,NA,NA,"Dec 28, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-28,NA,NA,NA,"Dec 28, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-28,NA,NA,NA,"Dec 28, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-28,NA,NA,NA,"Dec 28, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-28,NA,NA,NA,"Dec 28, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-28,0.04,0.04,0.061429,"Dec 28, 2022<br><b>Omicron BA.2.75</b> 4%"
"Omicron BA.4",2022-12-28,NA,NA,NA,"Dec 28, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-28,NA,NA,NA,"Dec 28, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-28,0.16,0.16,0.208571,"Dec 28, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 16%"
"Omicron BQ.1",2022-12-28,0.66,0.66,0.612857,"Dec 28, 2022<br><b>Omicron BQ.1</b> 66%"
"XBB",2022-12-28,0.15,0.15,0.104286,"Dec 28, 2022<br><b>XBB</b> 15%"
"Alpha, Beta & Gamma",2022-12-29,NA,NA,NA,"Dec 29, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-29,NA,NA,NA,"Dec 29, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-29,NA,NA,NA,"Dec 29, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-29,NA,NA,NA,"Dec 29, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-29,NA,NA,NA,"Dec 29, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-29,0.05,0.05,0.048571,"Dec 29, 2022<br><b>Omicron BA.2.75</b> 5%"
"Omicron BA.4",2022-12-29,NA,NA,NA,"Dec 29, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-29,NA,NA,NA,"Dec 29, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-29,0.14,0.14,0.162857,"Dec 29, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 14%"
"Omicron BQ.1",2022-12-29,0.68,0.68,0.661429,"Dec 29, 2022<br><b>Omicron BQ.1</b> 68%"
"XBB",2022-12-29,0.11,0.11,0.108571,"Dec 29, 2022<br><b>XBB</b> 11%"
"Alpha, Beta & Gamma",2022-12-30,NA,NA,NA,"Dec 30, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-30,NA,NA,NA,"Dec 30, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-30,NA,NA,NA,"Dec 30, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-30,NA,NA,NA,"Dec 30, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-30,NA,NA,NA,"Dec 30, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-30,0.05,0.05,0.045714,"Dec 30, 2022<br><b>Omicron BA.2.75</b> 5%"
"Omicron BA.4",2022-12-30,NA,NA,NA,"Dec 30, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-30,NA,NA,NA,"Dec 30, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-30,0.19,0.19,0.167143,"Dec 30, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 19%"
"Omicron BQ.1",2022-12-30,0.6,0.6,0.657143,"Dec 30, 2022<br><b>Omicron BQ.1</b> 60%"
"XBB",2022-12-30,0.16,0.16,0.117143,"Dec 30, 2022<br><b>XBB</b> 16%"
"Alpha, Beta & Gamma",2022-12-31,NA,NA,NA,"Dec 31, 2022<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2022-12-31,NA,NA,NA,"Dec 31, 2022<br><b>Delta</b> NaN%"
"Omicron BA.1",2022-12-31,NA,NA,NA,"Dec 31, 2022<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2022-12-31,NA,NA,NA,"Dec 31, 2022<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2022-12-31,NA,NA,NA,"Dec 31, 2022<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2022-12-31,0.05,0.05,0.047143,"Dec 31, 2022<br><b>Omicron BA.2.75</b> 5%"
"Omicron BA.4",2022-12-31,NA,NA,NA,"Dec 31, 2022<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2022-12-31,NA,NA,NA,"Dec 31, 2022<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2022-12-31,0.13,0.13,0.165714,"Dec 31, 2022<br><b>Omicron BA.5 (Excluding BQ.1)</b> 13%"
"Omicron BQ.1",2022-12-31,0.66,0.66,0.658571,"Dec 31, 2022<br><b>Omicron BQ.1</b> 66%"
"XBB",2022-12-31,0.17,0.17,0.122857,"Dec 31, 2022<br><b>XBB</b> 17%"
"Alpha, Beta & Gamma",2023-01-01,NA,NA,NA,"Jan 01, 2023<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2023-01-01,NA,NA,NA,"Jan 01, 2023<br><b>Delta</b> NaN%"
"Omicron BA.1",2023-01-01,NA,NA,NA,"Jan 01, 2023<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2023-01-01,NA,NA,NA,"Jan 01, 2023<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2023-01-01,NA,NA,NA,"Jan 01, 2023<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2023-01-01,0.04,0.04,0.048571,"Jan 01, 2023<br><b>Omicron BA.2.75</b> 4%"
"Omicron BA.4",2023-01-01,NA,NA,NA,"Jan 01, 2023<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2023-01-01,NA,NA,NA,"Jan 01, 2023<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2023-01-01,0.28,0.28,0.181429,"Jan 01, 2023<br><b>Omicron BA.5 (Excluding BQ.1)</b> 28%"
"Omicron BQ.1",2023-01-01,0.5,0.5,0.628571,"Jan 01, 2023<br><b>Omicron BQ.1</b> 50%"
"XBB",2023-01-01,0.17,0.17,0.141429,"Jan 01, 2023<br><b>XBB</b> 17%"
"Alpha, Beta & Gamma",2023-01-02,NA,NA,NA,"Jan 02, 2023<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2023-01-02,NA,NA,NA,"Jan 02, 2023<br><b>Delta</b> NaN%"
"Omicron BA.1",2023-01-02,NA,NA,NA,"Jan 02, 2023<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2023-01-02,NA,NA,NA,"Jan 02, 2023<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2023-01-02,NA,NA,NA,"Jan 02, 2023<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2023-01-02,0.07,0.07,0.051429,"Jan 02, 2023<br><b>Omicron BA.2.75</b> 7%"
"Omicron BA.4",2023-01-02,NA,NA,NA,"Jan 02, 2023<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2023-01-02,NA,NA,NA,"Jan 02, 2023<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2023-01-02,0.17,0.17,0.184286,"Jan 02, 2023<br><b>Omicron BA.5 (Excluding BQ.1)</b> 17%"
"Omicron BQ.1",2023-01-02,0.69,0.69,0.625714,"Jan 02, 2023<br><b>Omicron BQ.1</b> 69%"
"XBB",2023-01-02,0.14,0.14,0.151429,"Jan 02, 2023<br><b>XBB</b> 14%"
"Alpha, Beta & Gamma",2023-01-03,NA,NA,NA,"Jan 03, 2023<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2023-01-03,NA,NA,NA,"Jan 03, 2023<br><b>Delta</b> NaN%"
"Omicron BA.1",2023-01-03,NA,NA,NA,"Jan 03, 2023<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2023-01-03,NA,NA,NA,"Jan 03, 2023<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2023-01-03,NA,NA,NA,"Jan 03, 2023<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2023-01-03,0.04,0.04,0.048571,"Jan 03, 2023<br><b>Omicron BA.2.75</b> 4%"
"Omicron BA.4",2023-01-03,NA,NA,NA,"Jan 03, 2023<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2023-01-03,NA,NA,NA,"Jan 03, 2023<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2023-01-03,0.1,0.1,0.167143,"Jan 03, 2023<br><b>Omicron BA.5 (Excluding BQ.1)</b> 10%"
"Omicron BQ.1",2023-01-03,0.68,0.68,0.638571,"Jan 03, 2023<br><b>Omicron BQ.1</b> 68%"
"XBB",2023-01-03,0.21,0.21,0.158571,"Jan 03, 2023<br><b>XBB</b> 21%"
"Alpha, Beta & Gamma",2023-01-04,NA,NA,NA,"Jan 04, 2023<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2023-01-04,NA,NA,NA,"Jan 04, 2023<br><b>Delta</b> NaN%"
"Omicron BA.1",2023-01-04,NA,NA,NA,"Jan 04, 2023<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2023-01-04,NA,NA,NA,"Jan 04, 2023<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2023-01-04,NA,NA,NA,"Jan 04, 2023<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2023-01-04,0.06,0.06,0.051429,"Jan 04, 2023<br><b>Omicron BA.2.75</b> 6%"
"Omicron BA.4",2023-01-04,NA,NA,NA,"Jan 04, 2023<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2023-01-04,NA,NA,NA,"Jan 04, 2023<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2023-01-04,0.24,0.24,0.178571,"Jan 04, 2023<br><b>Omicron BA.5 (Excluding BQ.1)</b> 24%"
"Omicron BQ.1",2023-01-04,0.5,0.5,0.615714,"Jan 04, 2023<br><b>Omicron BQ.1</b> 50%"
"XBB",2023-01-04,0.18,0.18,0.162857,"Jan 04, 2023<br><b>XBB</b> 18%"
"Alpha, Beta & Gamma",2023-01-05,NA,NA,NA,"Jan 05, 2023<br><b>Alpha, Beta & Gamma</b> NaN%"
"Delta",2023-01-05,NA,NA,NA,"Jan 05, 2023<br><b>Delta</b> NaN%"
"Omicron BA.1",2023-01-05,NA,NA,NA,"Jan 05, 2023<br><b>Omicron BA.1</b> NaN%"
"Omicron BA.2 (Excluding BA.2.12.1)",2023-01-05,NA,NA,NA,"Jan 05, 2023<br><b>Omicron BA.2 (Excluding BA.2.12.1)</b> NaN%"
"Omicron BA.2.12.1",2023-01-05,NA,NA,NA,"Jan 05, 2023<br><b>Omicron BA.2.12.1</b> NaN%"
"Omicron BA.2.75",2023-01-05,0.07,0.07,0.054286,"Jan 05, 2023<br><b>Omicron BA.2.75</b> 7%"
"Omicron BA.4",2023-01-05,NA,NA,NA,"Jan 05, 2023<br><b>Omicron BA.4</b> NaN%"
"Omicron BA.4 and BA.5",2023-01-05,NA,NA,NA,"Jan 05, 2023<br><b>Omicron BA.4 and BA.5</b> NaN%"
"Omicron BA.5 (Excluding BQ.1)",2023-01-05,0.14,0.14,0.178571,"Jan 05, 2023<br><b>Omicron BA.5 (Excluding BQ.1)</b> 14%"
